"text","label"
"urnalist *iyasus moa , saint of the ethiopian orthodox tewahedo church given name : *moa arimoto , japanese actress and model *m","1"
"sh           pakistani film ) * 1959 : gumrah * 1960 : watan * 1962 : mehboob * 1964 : safaid khoon * 1974 : khana dey khan * 19","1"
" 2010-2011 more than half of all new wind power was added outside of the traditional markets of europe and north america , mainl","1"
"th asteroid belts . a cyborg has been built by a scientist named dr. rado in order to defeat sarbelor ; only he has been entrust","1"
"omori is a masculine japanese given name . notable people with the name include : * , japanese composer * , japanese baseball co","1"
"nguage changes . as his publications were all in his native dutch language and not in latin , he was not known internationally .","1"
"which occurred in october 2012 . whilst this was certainly one of the plans , in reality a new 152m guyed mast has been construc","1"
"an intermediate senior ice hockey championship .  final  best of 5 *charlottetown 8 winnipeg 5 *charlottetown 5 winnipeg 4 *char","1"
" it is fully owned by kongsberg gruppen asa its subsidiaries are kongsberg spacetec as , kongsberg hungaria kft , kongsberg norc","1"
"di province , afghanistan *chulung , a village in lhuntse district , bhutan  people with the surname  *frank chulung , candidate","1"
"10020 9 02005201 10 10020100 4 03101013 9  sunday , april 14  draw 7 14:302000300x 5 0112032x 9 12004000 7 00210231 9 4020310x 1","1"
"ndian statistical institute . he received the fourth infosys prize in the social service category . he received the prize for hi","1"
"n forces entered the area in 57 bce . they are know from his account of the   gallic war   . they are generally also equated wit","1"
"omen s pole           s triple jump   women s shot put   women s discus throw   women s hammer throw   women s javelin throw   w","1"
" landmark , pioneering value in early pakistani cinema .  filmography  the main films of pakistani film director anwar kamal pas","1"
" republican primary , harwood won with 2,000 votes , and won the november 4 , 2008 , general election with 9,624 votes against c","1"
"otection in wales , the food standards agencyin wales , post-graduate medical education , any charges for nhs services .  minist","1"
"nthomyrmex mindanao   is a species of ant that belongs to the acanthomyrmex genus . it was described by moffett in 1986 , and is","1"
"lee s 1966 single coming on strong . other artists who recorded his songs include charley pride , billy crash craddock , jack gr","1"
"ton commanded the 45th foot from 25 july 1771 until 1772 . he was wounded at the battle of long island on 22 august 1776 while l","1"
"hundkatzemaus   is a german television series .","1"
" a member of the breakers team that won five consecutive women s national cricket league titles between 2005/06 and 2009/10 , be","1"
"lor : cfb 1990 : 1 - generation does not correlate with installed capacity , which would suggest approximately 0.33 , 0.87 , 1.5","1"
"1 *   star wars   as a ctv affiliate until 2002 *   scrooge : a christmas choral   *   it s a wonderful life            to cbnt ","1"
"llageand military installation in manzariyeh rural district , in the central district of shahreza county , isfahan province , ir","1"
"in the family boletaceae . it was originally described in 1975 by mycologist harry delbert thiers as a species of   boletus   , ","1"
" tartu pere leib was brought to life by two sel foods top players , raivo simson and alari jesaar , who both are still are point","1"
"rumpet ,  &amp;c. , 1849 , 8vo . also nine large sheets of the ground plan of the new jerusalem ; and twelve sheets of views of ","1"
"itar made out of two hubcaps placed back-to-back . steve uses the guitar frequently , both live and in the studio . the song dow","1"
" in essex .  thurrock  gridref= tq5629781745 gridref= tq5598881957 gridref= tq6853081182 gridref= tq6728086342 gridref= tq626277","1"
"f 22 clubs , including all 18 clubs from the previous season , and four newly elected clubs . * hastings united * kidderminster ","1"
"=province shahrak-e vahdat is a village in howmeh rural district , in the central district of behbahan county , khuzestan provin","1"
"ated iron hut for the operators to work and live in . messages received here would be retransmitted to london . the storm of 185","1"
"le secret   is an ep by french musician alcest . it was released in may 2011 through prophecy productions .  track listing","1"
"lagued by a shortage of run support for much of her career while pitching for awful teams . in 1951 , prez posted a 1316 record ","1"
" . notable people with the surname include : *larry vanover , american baseball umpire *roscoe vanover , american judge *tamaric","1"
"land           at avenue literary dictionary for north and south * wim van anrooij , ingrid biesheuvel , karina van dalen-oskam ","1"
"ho served as the mayor of denver , colorado from 1919 to 1923 . he was a republican . bailey was a united states marshall for co","1"
" live at sweet basil vol. 2   by gil evans *   live at sweet basil   *   live at sweet basil volume 1   , a 1984 recording by da","1"
"ment  in 2007 , south african researchers announced the production of transgenic maize resistant to maize streak virus , althoug","1"
"h mohammad , also rendered as qara mohammad or qara muhammad or ghareh mohammad or kara-mukhammed , may refer to : * qareh moham","1"
"r . in 2007 and 2011 , red bull bc one held a qualifier for the world final in usa . the winner advances to the   red bull bc on","1"
"inaw , michigan and died in new york city .  filmography  *   the ship of souls   *   the man she brought back   *   the law of ","1"
"ostov oblast *ushakovskoye , arkhangelsk oblast , a   selo   in mikhaylovsky selsoviet of shenkursky district of arkhangelsk obl","1"
" of students participate in these exams every year . the exams mostly started in the month of march and ends april while the res","1"
"ndon , formerly trevorton junction , is a borough in northumberland county , pennsylvania , united states . herndon was first fo","1"
"ough twitter . it was founded by a group of post-80s mtr employees and passengers . messages are provided in traditional chinese","1"
"c. bailey was an american politician who served as the mayor of denver , colorado from 1919 to 1923 . he was a republican . bail","1"
" refer to : * qelichabad , alborz * qelichabad , dargaz , razavi khorasan province * qelichabad , kalat , razavi khorasan provin","1"
" places in 1982.  history  the bridge was built in 1916 it was designed by james barney marsh and built by the iowa bridge compa","1"
"village in baraghan rural district , chendar district , savojbolagh county , alborz province , iran . at the 2006 census , its p","1"
" a czech professional ice hockey defenceman . he played with hc oceli tinec in the czech extraliga during the 201011 czech extra","1"
"strict , odisha , india shashi bhusan behera is an indian politician from the biju janata dal party . he is a member of the legi","1"
"tasija sevastova    sybille bammer    anabel medina garrigues   5 . bojana jovanovski   6 . ksenia pervak   7 . patricia mayr-ac","1"
"is could be recorded in late december and premiered in either february or march 2013 before fanny lu started her first world tou","1"
"leyton and his successors in title to scale marshes an easement of drainage through the existing dykes in the terms claimed by t","1"
"cluding gythium. * carneades of cyrene moves to athens to found the third or new academy .   egypt   * cleopatra i syra , daught","1"
"ch-tensift-al haouz region of morocco . at the time of the 2004 census , the commune had a total population of 9873 people livin","1"
"aigned as far as elam near the modern southern iraqi-iranian boarders , a tablet discovered at mari revealed the extent of those","1"
"the promise that sears planned in trying to revive ivanovic s career was never delivered , as she was only able to win one title","1"
" 1809 the burlingames , elisha arnold , and nathan potter sold the land to the arkwright manufacturing company , which was owned","1"
"esia jet donald laala is an indonesian football defender who played for indonesia in the 2000 asian cup . he also played for pal","1"
" billy joey philbin * jenny ohara as philss mother  production  actor joey lawrence , who currently stars in melissa &amp; joey ","1"
"ton et quelques autres . . *le tournant de           dcouverte , 1996. *anthropologie du don . le tiers paradigme , descle de br","1"
"ouisiana deathplace= cleveland heights , ohio maury bodenger was a professional american football player who played offensive li","1"
"est of the town of bni abbs and about 250 km south of bchar , the capital of the province . ougarta has a population of about 25","1"
"o           in the giuseppe verdi music academy in milan , and in 2004 he graduated with maximum grades on the final exam at one","1"
"icronesia . coming from second at the final turn , she edged out galea on the final stretch to pick up a top seed in a swazi rec","1"
"t of sargasso sea in space . in this place , derelict ships gather and weird creatures abound , and some things have lain asleep","1"
"ing from which   maui kisikisi   brought fire from the underworld           island of tofua . there are three divisions of pulot","1"
"he served the governorship of bihar . being already in his advanced age , he suffered from illness due to the climate of the pro","1"
" , in british estate agent terminology , is a full bathroom in a house .  jack and jill bathroom  a jack and jill bathroom is a ","1"
"0.35% native american , 0.04% asian , 0.88% from other races , and 0.44% from two or more races . hispanic or latino of any race","1"
"eryphus transversalis   is a species of beetle in the family cerambycidae.","1"
"lal margh is a village in north-eastern afghanistan . it is located in khwahan district to badakhshan province .","1"
" . for him , private life , fiction , and history are inseparable . thus he grants a central place to the memory in the creation","1"
"pure heroine   by stephen thomas erlewine from allmusic , jon hadusek from consequence of sound , and   time out   editor nick l","1"
"eupithecia aliena   is a moth in the geometridae family . it is found in russia .","1"
"medical training as well as idelological training . upon his return to bolivia he began one of the leaders of the movement . aft","1"
"marrakech-tensift-al haouz region of morocco . at the time of the 2004 census , the commune had a total population of 9873 peopl","1"
"l households were made up of individuals and 12.2% had someone living alone who was 65 years of age or older . the average house","1"
"y concerns they might have . on 20 april 2013 the cqc published a report after an unannounced inspection at the hospital . it fo","1"
"d the trust which he got from his friends , relationships and family in the lyons middle-class . he was           with a definit","1"
"subdivisiontype1 = province alanck is a village in the district of vezirkpr , samsun province , turkey .","1"
"e 1980s . his first recognition was an honorary mention from the instituto mexicano de arte competition , which allowed him to t","1"
"e string quartet no. 21 by wolfgang amadeus mozart .  music video  a music video to accompany the release of mozart s house was ","1"
"tarist aaron nordstrom , guitarists rich juzwick and mike salerno , percussionist steele medina and bassist alessandro paveri . ","1"
"eating mats wilander 64 , 64 in the final .  seeds   mats wilander    joakim nystrm    tom md  martn jaite   **14;130088;ol aaro","1"
"any and the netherlands . * formidable was released as the follow-up single to papaoutai in june 2013 . the music video , filmed","1"
" the reign of emperor jahangir.  early life  in early life he was a slave of mirza muhammad hakim , a son of emperor humayun.  r","1"
"in approximately 100 milliseconds. : + + 3 n + the dubnalivermore collaboration has strengthened their claim for the discovery o","1"
"n award nominee best group sex scene with bobbi starr , olivier sanchez &amp; george uhl * 2012 avn award nominee - male foreign","1"
"athlete . he is the winner of the 2010 , 2012 and 2013 itu aquathlon world championship . varga represented slovakia at the 2012","1"
"nd his recurring role as shivrang in the   new girl   .  life and career  bhabha was born in london , england . his father , pro","1"
"the girl he liked and so he asked his friend on how to achieve his wish . his friend said that there was a rumor that if you whi","1"
"obs and returns to bed after paul has gone to sleep . the next morning , paul awakes to find that francoise has left for day and","1"
"james reyne , australian rock musician and singer/songwriter , member of the band   australian crawl   and soloist *jordan reyne","1"
"the car exhibits nissan s around view monitor which provides the driver with a birds-eye view of the vehicle to assist with park","1"
"ell   *   silent witness   *   holby city   *   doctors   *   the royal   *   casualtyholby city   *   bodies   *   doc martin  ","1"
"dation and the critical ecosystem partnership fund .  conservation work  prcf works collaboratively with local communities and g","1"
"s ! semifinals ! final / ! rowspan=2rank ! opposition **6;55823;br score ! opposition **6;55831;br score ! opposition **6;55839;","1"
"aid she wrote the song after having had a glimpse into the music industry , and i was just thinking about how superficial people","1"
"ional award winning movie neelakuyil was his debut movie . he portrayed important roles in mudiyanan puthran , doctor , rajamall","1"
"duitsche sprake            older language stages . by observation of the written and spoken language of his own time , he develo","1"
"e he was nominated for the nscaa herman watch list . he also kicked for the fair lawn american football cutters during the 2008 ","1"
"work day and work week are shorter , and technology frees up time for workers , the average worker has less free time today than","1"
"side of the bridge from the castle , is a popular location to fish . cahir is a small heritage town . a shopping precinct is cen","1"
"h association football half back who played professionally in scotland , england and the united states . lafferty spent time wit","1"
"n american alternative rock band , founded in 1994 by musician dave grohl . after recording by himself what would become the alb","1"
"subdivisiontype1 = province alanck is a village in the district of vezirkpr , samsun province , turkey .","1"
" 3:47-long unedited version of the recording with overdubbed applause was included on brown s album   live at the garden   , whi","1"
"ght research grant for study in finland . he received his master of architecture degree from the finnish institute of technology","1"
"- align=center00  qualification to world youth championship  the two best performing teams qualified for the 1987 fifa world you","1"
"italian television series directed by mario landi and consisting of six episodes . it stars ave ninchi , enrico papa and veronic","1"
" requested to speak to the boy directly , leading to an extended disquisition on theology . the boy narrated the trauma of death","1"
"o at the latvian academy of music where he won the yamaha scholarship award . in 2012 he placed 4th at the leeds international p","1"
"subdivisiontype1 = district slatina is a village situated in novi pazar municipality in serbia .","1"
"elgium . the municipality comprises the towns of herfelingen , herne proper and sint-pieters-kapelle . on january 1 , 2006 herne","1"
"jor . the hamlet consists of a small number of dwellings , including two farmhouses . the name originates from the cornish for f","1"
"d , used in some spoken languages . the symbol in the international phonetic alphabet that represents this sound is .  features ","1"
" bayerische staatsoper mnchen.  editions    rein gold . ein bhnenessay   . hardcover , 223 p. , rowohlt , reinbek bei hamburg 20","1"
"romatic , sticky rice having a sweet buttery flavor . it derives its name from its usage as the principal ingredient in the prep","1"
"wynberg . it was therefore an endemic to the critically endangered cape flats sand fynbos vegetation type . soon before the last","1"
"mofus written by mofus licensed courtesy of runaway music canada * chivalry s dead performed by the paper cranes written by the ","1"
"2010 , 2012 and 2013 itu aquathlon world championship . varga represented slovakia at the 2012 summer olympics in men s triathlo","1"
"m was a feature of the judaic world , thus placing the islamic objection to figurative representations within a larger context .","1"
"ich these tracks deals with theme of the crucifixion and resurrection of jesus christ .  track listings   via dolorosa  in the n","1"
"arsh clam , is a species of bivalve mollusc in the family corbiculidae . it can be found along the atlantic coast of north ameri","1"
"vaniti , mary beckman , cathi best , catherine browman , jennifer s. cole , mariapaola dimperio , louis m. goldstein , jos ignac","1"
"brittany and sired ******* guy xi and ******* guy xii , who married jeanne de laval . his son guy predeceased him in 1403 . the ","1"
"ess and marketing it also offers several post-graduate certificate programs : * pg in global business * pg in international mark","1"
" separate large phased-array antennas separated by around 500mft 0 to convert1.5 . the transmitter array is 30x40 m and the rece","1"
" is a list of episodes for season 1 of   late night with conan obrien   , which aired from september 13 , 1993 , to september 9 ","1"
"al with its ancient burgage plots , granite thatched cottages and dartmoor folk festival ; belstone , noted for its location on ","1"
" portland , oregon , listed on the national register of historic places . it was built in 1890 and listed on the nrhp in 1977 . ","1"
" secured the comparatively unimportant position of lord lieutenant of ireland . in august 1715 , he joined the cabinet as lord p","1"
"a census-designated place in southern fulton county , pennsylvania . it lies at the intersection of u.s. route 522 and route 655","1"
"ar came in his third world cup start , in beaver creek , december 2006 , when he was placed 9th . lahdenper won the overall euro","1"
"icanes and still playing in the   2nd bundesliga   , had some instant success , winning its division in 1997 and 2000 . in 1997 ","1"
"petition , and ten times the city came out as the winner of the competition , being the third city which has won the most compet","1"
" . we are totally loving the track produced by dtunes with the two masters ( kukere master &amp; koko master           enjoy all","1"
"ey , scotland .  list   key   see also  * list of listed buildings in orkney  references  * all entries , addresses and coordina","1"
"hosted the 17th european gliding championships . the local pilot , ukasz baszczyk , took bronze medal in the club class .  inter","1"
"basu was a playwright and stage actor of calcutta . he was one of the pioneers of the public theatre in bengal in british era . ","1"
"eupithecia aliena   is a moth in the geometridae family . it is found in russia .","1"
"his is a list of listed buildings in the parish of kildalton and oa in argyll and bute , scotland .  list   key   see also  * li","1"
"t is one of these daughters of oceanus . by her brother the river-god inachus , she became the mother of io , phoroneus , aegial","1"
"cle   story . the opera was written 1930/31 and premiered 14 october 1933 in the zrich opera house . among the singers were artr","1"
"ed for algerian club usm alger .  honours  * usm alger ** algerian cup *** winner : 201213 ** uafa club cup *** winner : 201213 ","1"
"h acoustic rock tracks , the related tour included this duality on the concerts , featured two shows per city , an electric one ","1"
" of draining the said lands i.e. scale marshes and priory marshes and effectually drain the same .  116 . it also imposed obliga","1"
"anoe slalom world championships , earning them in 1987 , 1989 and 1991 . he also won the overall world cup title in c-2 in 1989 ","1"
"tists such as stromae and soprano .  2012-2013  in february 2012 , the band won the best french reggae album award at the 2012  ","1"
" northeast * barren county - east * allen county - southeast * simpson county - south/southwest * logan county - southwest  demo","1"
" a filipino politician and current governor of manguindanao , a province in the autonomous region in muslim mindanao . he was pr","1"
"hans pedersen was a gymnast . hans pedersen may also refer to : *hans eiler pedersen , gymnast","1"
" studio album , words off a tongue , was released soon after in august 2010 . they have since been named the 2011 band of the ye","1"
"xicali , baja california , mexico alias = leslie pantoja hernndez is a mexican politician affiliated to the pan . as of 2013 she","1"
" of america and canada : *louisbourg , nova scotia , canada *louisburg , kansas , united states of america *louisburg , minnesot","1"
"ly positive reviews in its first season , with it being cited as the best attraction to open           however attracted critici","1"
" in arabkhaneh rural district , shusef district , nehbandan county , south khorasan province , iran . at the 2006 census , its e","1"
"nic photosynthesis uses two multi-subunit photosystems located in the cell membranes of cyanobacteria and in the thylakoid membr","1"
"e rock pigeon is the euro-american species   columba livia   . rock pigeon also may refer to : *   petrophassa   , australian ge","1"
" wikitable ! s.no . ! new nh no . ! route ! length  bihar  class= wikitable ! s.no . ! new nh no . ! route ! length  kerala    m","1"
"ingapore . sti international is governed by an executive board , and has an overall board of representatives from all members , ","1"
" has been a member of the united states under-18 and under-20 men s national team . he helped the u-20s capture the 2010 milk cu","1"
"istry of children and family development and on october 31 , 2009 , full operational and contractual responsibility for these se","1"
"ated that their sessions are very different and complicated , further commenting it really depends , some times the boys will co","1"
"are plenary , and are organized to promote discussion across the disciplines . each session groups together invited and submitte","1"
"conover as lady ridgeway  plot  max and his father are both looking to marry wealthy women , which would be easier if either one","1"
"rles rennie mackintosh . * 30 december - the albion motor car company is set up in glasgow ; and the first argyll car is also pr","1"
"bjk may refer to : * beikta j.k. , a turkish football club * benjina-nangasuri airport , indonesia","1"
"e average family size was 3.00 . in           the age of 18 , 8.8% from 18 to 24 , 29.9% from 25 to 44 , 23.9% from 45 to 64 , a","1"
" same area in the brain . galen , feeling that if one capability was impaired the other would be impaired also , was considered ","1"
"l high - 4:53  i need your love -           charles love ) - 3:15  ran it in the ground - - 4:52  never let you go - - 5:37 bonu","1"
"th infosys prize in the social service category . he received the prize for his work on game theory in the field of mathematical","1"
"he competition was assessed by a ground jury composed of five judges placed at locations designated e , h , c , m , and b. each ","1"
"the washington/baltimore area formed a hobby group called the . maarc has thrived and today is an active club           soon aft","1"
"ntions of opera , but without recitative . the lyrics of the airs in the piece are set to popular broadsheet ballads , opera ari","1"
"s from the railway station .  examples  * kansas pacific railway section house , an 1879 stone railroad superintendent s residen","1"
". rahman has also performed by herself on stage in the united kingdom and various international venues , notably new york , berl","1"
"o toompuu is an estonian athlete . he competed for estonia in shot put at the 2012 summer olympics .  competition record  - ! co","1"
"254 , which she reached on august 19 , 2013.  personal life  katarzyna kawa was born in krynica-zdrj but moved in 2013 to pozna ","1"
"e include : *oleksandr babych , ukrainian footballer *dave babych , canadian ice hockey player *wayne babych , ice hockey player","1"
"may also refer to : * biogenesis * biogenesis baseball scandal * mitochondrial biogenesis * organelle biogenesis * ribosome biog","1"
"ery was founded in 2004 by matthew chase , ingrid bromberg-kennedy , robert hult , and sam wilson . the gallery was originally l","1"
"ste   . he witnessed this event in the 1965 television story ,   the chase   , featuring the first doctor and the daleks . the o","1"
"uated on the main exeter salisbury london road andover became a major stopping point on the stagecoach routes , more than 30 sta","1"
"sia pacific confederation of chemical engineering , 199396 , and president of the chinese society of material sciences , and was","1"
"a village in hoseynabad rural district , esmaili district , anbarabad county , kerman province , iran . at the 2006 census , its","1"
". he was the president of all arunachal pradesh stundents union , the apex body of the students union in the state , during the ","1"
"rnor of the upper palatine and chancellor of palatine electorate , camerarius became   de facto   head of the palatine s foreign","1"
"r  * 2007 :   it s a standard , standard , standard , standard world   * 2008 :   long gone   * 2010 :   alphabets &amp; consequ","1"
"ater described the film as :  a lovely plum pudding story . it s not out there with a big sign saying that this is the answer . ","1"
"napped up by walter ferreti in june 2013.  international career  reyes made his debut for nicaragua in a september 2011 fifa wor","1"
"rtsmouth , a local tourism marketing organization . it is a two-story brick structure that was designed by local designer-builde","1"
" a song by shyne from   shyne   * bad boys , a song by whitesnake from   whitesnake    other uses  * bad boys , a nickname for t","1"
"ht:auto barincrement:20 period = from:1971 till:2017 timeaxis = orientation:horizontal plotarea = right:20 left:0 bottom:50 top:","1"
"inson house is located in the west end of davenport , iowa , united states . the italian villa residence has been listed on the ","1"
"trum extraction of stevia which preserves the many phytonutrients naturally present in the plant .  charity  now foods donates t","1"
"tities : paradox interactive which focused on developing grand strategy games for pc and paradox entertainment which focused on ","1"
"gen   , 1851 low german proverbs of the principalities of gttingen and grubenhagen. *   niederschsische sagen und mrchen   , , 1","1"
"the ferry crossing is of mile in distance and a round trip takes approximately 20 minutes to complete . the m/v guemes was built","1"
"d-generation elephant born in the united states . on june 18 , 2003 , the city council unanimously approved a resolution adoptin","1"
"ongan dedi indra sampurna is an indonesian footballer that currently plays for persela lamongan in the indonesia super league . ","1"
"s may refer to : *murphy s irish stout *murphy s law *murphy s , california *murphy s sign *g . c. murphy s , variety store chai","1"
" , nick blaemire as randall , ryann redmond as bridget , and award-winning competitive cheerleaders from across the country . a ","1"
" in the death of jack richards   . prior to his producing career , jallet worked variously as a writer , director , producer , c","1"
"ns . in kidney , the expression of neuropathy target esterase is regulated by tonebp as part of           clinical significance ","1"
"the lawrence shale is a geologic formation in kansas . it preserves fossils dating back to the carboniferous period .","1"
"8-0-201-33285-8 *visual foolery isbn 2-7641-0213-5 *usa today : weather wonders book &amp; kit isbn 1-4027-6533-9 *exploring ear","1"
"arried couples living together , 7.3% had a female householder with no husband present , and 19.7% were non-families. 13.2% of a","1"
"rn in udaipur , rajasthan , india . he descends from king prithviraj chauhan of rajput chauhan dynasty of mewar . his father , p","1"
"ir own . max decides on martha , but martha says no when he says that he is poor as she admits she is also . so she accepts the ","1"
"y general of the pacific islands forum . * manti teo , american football linebacker. * vaiee , a samoan village with teo as a ch","1"
"on the issue and expressed his anger .  kong qingdong s remarks  a harsh public comment on followed this incident by the controv","1"
"s the winner of the 2010 , 2012 and 2013 itu aquathlon world championship . varga represented slovakia at the 2012 summer olympi","1"
"ank = private quartermaster frank bois was an canadian sailor who fought in the american civil war . he received the u.s. milita","1"
"t of the ethiopian orthodox tewahedo church given name : *moa arimoto , japanese actress and model *moa kikuchi , also known as ","1"
" frances is a south sudanese politician . he has served as minister of information and communications of western bahr el ghazal ","1"
", 30.7% from 25 to 44 , 23.3% from 45 to 64 , and 15.3% who were 65 years of age or older . the median age was 38 years . for ev","1"
" appointed high sheriff of yorkshire for 181920 . he died on christmas day , 1827 . he had married twice : firstly barbara , the","1"
"io de janeiro , brazil paulo csar saraceni was a brazilian film director and screenwriter . he directed 14 films between 1960 an","1"
"were           age of 18 living with them , 69.2% were married couples living together , 7.3% had a female householder with no h","1"
"e name of the tenth month of the afghan calendar . it occurs in the winter season , from december 21/22 to january 19/20 . it ha","1"
"s and had a great impact upon the swedish death metal scene .   december moon   was reissued in 1994 and 2000.  track listing   ","1"
"ing championships , is the annual world championship for bicycle road racing organized by the union cycliste internationale . th","1"
"mes tucker , cbe , ma was an anglican missionary bishop . he was educated at highgate school and st catharine s college , cambri","1"
". the sainete   el do de la africana   and its celebrated jota   no cantes ms la africana   remain as classic examples of a zarz","1"
"rimary research tool at the observatory . * a cassegrain telescope on a german equatorial mount was installed in 1981 . it is us","1"
" served on the house law           and technology committee .  2014 sponsored legislation  representative spendlove did not floo","1"
"ce and 0-60 mph speed on one-hundred different cars . the book is part of the hit tv series   top gear   , starring jeremy clark","1"
"ommunity in buckeye township , stephenson county , illinois . it is based at the intersection of mcconnell road and state highwa","1"
" , in the men s cross-country race by receiving one of the nation s three available berths from the canadian cycling association","1"
"lometers from bailleul . it takes its name from the presence of a high concentration of black pine woodland , which covers the h","1"
" over 3,000 prospective students applied for the first 50 student positions in the first class . 2012 added 75 new students and ","1"
"ottish former footballer , who played for falkirk , swansea city , ayr united , clydebank , berwick rangers , arbroath , airdrie","1"
"s of snout moths . it was described by heinrich in 1956 , and contains the species   h. disjunctus   . it is found in colombia .","1"
"; it was directed by karl schmid-blo , the stage design was by . it was planned to premiere the work simultaneously on four germ","1"
"birthplace = jos lvarez crespo is a mexican former footballer who competed in the 1968 summer olympics .","1"
"eupithecia aliena   is a moth in the geometridae family . it is found in russia .","1"
" the age of 18 ; 4.9% were between the ages of 18 and 24 ; 27.3% were from 25 to 44 ; 27.3% were from 45 to 64 ; and 16.5% were ","1"
"dream s fifth studio album   iv play   . the tour kicked off on may 26 , 2013 in washington , d.c. and ended on june 2 , 2013 in","1"
"ornia , mexico alias = leslie pantoja hernndez is a mexican politician affiliated to the pan . as of 2013 she served as deputy o","1"
"birthplace = krotoszyn , poland pawel olszewski is a german modern pentathlete . he competed at the 1992 summer olympics .","1"
" australian tv movie based on a play by mervyn rutherford . it was part of the abc s australian theatre festival . reviews were ","1"
"ryan oneal , who was about a year younger than brolin . the two clicked and later enrolled in university high school located in ","1"
